Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
0,-0.1250,-0.0625,0.0625,0.10299134,-0.00917745,0.96363182,15.99951,15.99951,15.11230
2,0.1250,-0.1250,0.1875,0.10503077,-0.00917745,0.96363182,15.99951,15.99951,15.11230
4,0.0625,-0.0625,-0.1250,0.10299134,-0.00815773,0.96567125,15.99951,15.99951,15.11230
6,0.0000,-0.1250,-0.1250,0.10299134,-0.00815773,0.96465148,15.99951,15.99951,15.11230
8,-0.0625,0.0000,-0.1875,0.10401105,-0.01121688,0.96261205,15.99951,15.99951,15.11230
10,0.0000,0.0625,-0.1250,0.10401105,-0.01223659,0.96465148,15.99951,15.99951,15.11230
12,0.1875,0.0000,-0.0625,0.10197162,-0.01121688,0.96363182,15.99951,15.99951,15.11230
14,0.1250,-0.0625,0.0000,0.10197162,-0.01121688,0.96363182,15.99951,15.99951,15.11230
16,0.1250,-0.0625,0.0625,0.10197162,-0.00917745,0.96363182,15.99951,15.99951,15.11230
18,0.0625,-0.0625,0.0625,0.10299134,-0.01019716,0.96669092,15.99951,15.99951,15.11230
20,0.0000,-0.0625,-0.0625,0.10299134,-0.01121688,0.96465148,15.99951,15.99951,15.11230
22,-0.0625,0.1875,-0.1250,0.10299134,-0.00917745,0.96465148,15.99951,15.99951,15.11230
24,0.1250,-0.0625,-0.1875,0.10401105,-0.00917745,0.96261205,15.99951,15.99951,15.11230
26,-0.0625,0.0625,-0.1875,0.10503077,-0.01019716,0.96363182,15.99951,15.99951,15.11230
28,0.1250,-0.2500,0.0625,0.10299134,-0.01121688,0.96465148,15.99951,15.99951,15.11230
30,0.0000,0.0000,-0.0625,0.10197162,-0.00917745,0.96363182,15.99951,15.99951,15.11230
32,0.0625,-0.1250,-0.0625,0.10299134,-0.00917745,0.96669092,15.99951,15.99951,15.11230
34,0.0000,0.0625,-0.1250,0.09993219,-0.01019716,0.96669092,15.99951,15.99951,15.11230
36,0.1250,-0.1875,-0.1250,0.10299134,-0.01223659,0.96363182,15.99951,15.99951,15.11230
38,0.0000,-0.0625,0.0000,0.10299134,-0.00815773,0.96771068,15.99951,15.99951,15.11230
40,0.0000,-0.0625,-0.0625,0.10401105,-0.00917745,0.96159238,15.99951,15.99951,15.11230
42,0.0000,-0.1875,-0.0625,0.10299134,-0.01019716,0.96465148,15.99951,15.99951,15.11230
44,-0.2500,0.3750,-0.5000,0.10299134,-0.00917745,0.96669092,15.99951,15.99951,15.11230
46,-0.1875,0.2500,-0.4375,0.10299134,-0.01121688,0.96057262,15.99951,15.99951,15.11230
48,-0.1875,0.1875,-0.4375,0.10299134,-0.01019716,0.96669092,15.99951,15.99951,15.11230
50,0.0000,0.1250,-0.2500,0.10299134,-0.01121688,0.96669092,15.99951,15.99951,15.11230
52,0.1250,0.0000,-0.0625,0.10503077,-0.01121688,0.96159238,15.99951,15.99951,15.11230
54,0.1875,0.0625,0.0000,0.10299134,-0.01121688,0.96567125,15.99951,15.99951,15.11230
56,0.1875,-0.1250,0.4375,0.10299134,-0.01019716,0.96465148,15.99951,15.99951,15.11230
58,0.0000,0.1875,0.3750,0.10299134,-0.00713801,0.96363182,15.99951,15.99951,15.11230
60,-0.1875,0.4375,0.0000,0.10299134,-0.00917745,0.96465148,15.99951,15.99951,15.11230
62,-0.1875,0.3125,0.0625,0.10197162,-0.00815773,0.96567125,15.99951,15.99951,15.11230
64,-0.1875,0.3125,0.1250,0.10197162,-0.00713801,0.96465148,15.99951,15.99951,15.11230
66,-0.3125,0.5000,0.1875,0.11012936,-0.01223659,0.96465148,15.99951,15.99951,15.11230
68,-0.3125,0.7500,0.2500,0.10707019,-0.00917745,0.96159238,15.99951,15.99951,15.11230
70,-0.1250,0.4375,0.4375,0.10095191,-0.01019716,0.96465148,15.99951,15.99951,15.11230
72,-0.4375,0.5625,0.6250,0.10605049,-0.03059149,0.96159238,15.99951,15.99951,15.11230
74,-0.5625,0.4375,0.8750,0.10095191,-0.00815773,0.96261205,15.99951,15.99951,15.11230
76,-0.3750,0.1250,0.7500,0.10197162,0.00407886,0.96567125,15.99951,15.99951,15.11230
78,-0.6250,0.1250,-0.8750,0.09789276,-0.00101972,0.96771068,15.99951,15.99951,15.11230
80,-2.1875,0.8750,-0.5000,0.09177446,-0.01937461,0.96465148,15.99951,15.99951,15.11230
82,-3.3125,1.5625,-2.5000,0.08361673,0.00611830,0.96975011,15.99951,15.99951,15.11230
84,-3.3750,1.3125,-4.0000,0.05098581,-0.02549290,0.96771068,15.99951,15.99951,15.11230
86,-5.2500,-0.3750,-2.3750,0.15193771,-0.00815773,0.96771068,15.99951,15.99951,15.11230
88,-12.4375,1.5000,-6.8750,0.17029260,0.06832099,0.99422330,15.99951,15.99951,15.11230
90,-39.0000,1.4375,2.1875,0.17131232,0.12338566,0.99830217,15.99951,15.99951,15.11230
92,-51.5000,0.3750,4.4375,0.11624765,-0.02243376,0.97688808,15.99951,15.99951,15.11230
94,-63.4375,-1.9375,12.4375,0.11114907,-0.09279418,0.96057262,15.99951,15.99951,15.11230
96,-57.1250,-2.3750,16.8125,0.11726737,-0.06424212,0.95139522,15.99951,15.99951,15.11230
98,-52.8125,-1.3750,9.4375,0.14581941,-0.09789276,0.95445432,15.99951,15.99951,15.11230
100,-70.5625,-0.6250,-1.7500,0.18354891,-0.08463644,0.98606557,15.99951,15.99951,15.11230
102,-87.9375,0.8750,-5.8125,0.15499686,-0.08667589,1.00238096,15.99951,15.99951,15.11230
104,-99.0625,3.2500,-0.0625,0.39361045,-0.18966721,1.18389045,15.99951,15.99951,15.11230
106,-142.3125,131.1250,19.3750,-0.00203943,-0.21719956,1.01767671,15.99951,15.99951,15.11230
108,-115.0625,44.5625,23.7500,0.10605049,-0.51801581,1.50000247,15.99951,15.99951,15.11230
110,-42.8125,23.0000,2.2500,0.12236596,-0.19680522,1.18694972,15.99951,15.99951,15.11230
112,-45.5000,31.8750,-4.1250,0.03976893,-0.20802209,1.16451585,15.99951,15.99951,15.11230
114,-53.3750,34.1875,-9.4375,-0.00611830,-0.22229812,1.11047101,15.99951,15.99951,15.11230
116,-60.5000,25.1875,-7.5000,0.05812382,-0.34160492,1.28076362,15.99951,15.99951,15.11230
118,-44.0000,27.1250,-10.5000,0.02549290,-0.31407258,1.27668476,15.99951,15.99951,15.11230
120,-43.9375,38.8750,-16.6875,-0.05098581,-0.28552053,1.26954662,15.99951,15.99951,15.11230
122,-46.1875,64.6875,-19.8750,-0.03263092,-0.31101343,1.28280294,15.99951,15.99951,15.11230
124,-42.8125,57.5000,-22.8125,-0.08361673,-0.24983046,1.18796932,15.99951,15.99951,15.11230
126,-51.5000,42.6250,-20.5625,-0.11216878,-0.25288963,1.15125954,15.99951,15.99951,15.11230
128,-83.8750,25.5625,-10.5625,-0.12644481,-0.23045585,1.10945117,15.99951,15.99951,15.11230
130,-89.8125,12.5625,-11.5000,-0.08871531,-0.44969482,1.33480846,15.99951,15.99951,15.11230
132,-102.3125,25.9375,-12.8125,-0.14072083,-0.33548662,1.14718067,15.99951,15.99951,15.11230
134,-105.8750,25.0625,-15.3125,-0.13664197,-0.39972875,1.15737795,15.99951,15.99951,15.11230
136,-120.0625,25.5625,-4.9375,-0.06220269,-0.43847799,1.16451585,15.99951,15.99951,15.11230
138,-125.1875,19.1250,-0.0625,-0.11216878,-0.45785255,1.04826819,15.99951,15.99951,15.11230
140,-124.2500,4.9375,6.0625,-0.18456863,-0.50373983,1.00442051,15.99951,15.99951,15.11230
142,-126.4375,4.0625,16.1250,-0.14174055,-0.47008914,0.93507976,15.99951,15.99951,15.11230
144,-107.8750,0.5000,15.5000,-0.02651262,-0.56696219,1.07376110,15.99951,15.99951,15.11230
146,-73.3750,-4.2500,16.1875,-0.05710411,-0.52923274,1.03807115,15.99951,15.99951,15.11230
148,-61.3125,-10.1250,16.0625,-0.08361673,-0.53535099,0.99320354,15.99951,15.99951,15.11230
150,-61.1250,-25.3750,15.8125,-0.10707019,-0.54146928,0.91876430,15.99951,15.99951,15.11230
152,-47.5625,-25.8750,18.0000,-0.09177446,-0.60163259,0.93507976,15.99951,15.99951,15.11230
154,-23.6875,-17.3125,22.2500,-0.09687304,-0.56594252,0.88511371,15.99951,15.99951,15.11230
156,-12.0625,-14.6875,21.4375,-0.10808991,-0.57511992,0.86879825,15.99951,15.99951,15.11230
158,11.8750,-21.3125,12.6875,-0.07851815,-0.51495671,0.75866885,15.99951,15.99951,15.11230
160,28.6250,-30.0625,2.1875,-0.12032650,-0.54350872,0.71889996,15.99951,15.99951,15.11230
162,42.8750,-34.1250,-3.7500,-0.10401105,-0.59653396,0.70462388,15.99951,15.99951,15.11230
164,51.7500,-32.9375,-7.8750,-0.07036042,-0.56288332,0.66995358,15.99951,15.99951,15.11230
166,58.3750,-29.0000,-14.5000,-0.09177446,-0.58531708,0.66587471,15.99951,15.99951,15.11230
168,85.1250,-27.0625,-16.5000,0.02345347,-0.60877056,0.77804346,15.99951,15.99951,15.11230
170,97.5000,-32.6875,-20.0625,-0.02243376,-0.68626899,0.82393064,15.99951,15.99951,15.11230
172,115.8750,-39.8750,-27.3750,-0.05506468,-0.56288332,0.73521537,15.99951,15.99951,15.11230
174,133.1250,-37.8750,-26.1875,-0.05098581,-0.59959316,0.70666332,15.99951,15.99951,15.11230
176,150.5625,-34.8750,-29.1250,-0.02855205,-0.62406630,0.73623509,15.99951,15.99951,15.11230
178,160.0625,-36.5000,-28.8125,-0.01121688,-0.61182971,0.73623509,15.99951,15.99951,15.11230
180,190.8750,-34.1250,-30.2500,-0.00815773,-0.56084389,0.69238729,15.99951,15.99951,15.11230
182,209.5000,-39.3750,-36.4375,-0.16111516,-0.48334546,0.50781865,15.99951,15.99951,15.11230
184,202.6250,-16.6875,-35.5000,-0.13868140,-0.43745822,0.36097953,15.99951,15.99951,15.11230
186,186.2500,-4.9375,-30.5625,0.00407886,-0.36403868,0.43032021,15.99951,15.99951,15.11230
188,173.7500,-8.3750,-31.8750,0.01835489,-0.34670352,0.41094565,15.99951,15.99951,15.11230
190,162.1875,-12.0625,-34.8125,0.02039432,-0.29877686,0.33650634,15.99951,15.99951,15.11230
192,153.9375,-12.5000,-33.9375,0.02651262,-0.27838251,0.32732889,15.99951,15.99951,15.11230
194,121.8125,-11.8750,-25.3125,0.01223659,-0.13256310,0.18252920,15.99951,15.99951,15.11230
196,82.0000,-17.4375,-11.3750,-0.00203943,-0.19374608,0.23249528,15.99951,15.99951,15.11230
198,68.5625,-32.8750,2.7500,0.20700237,-0.10707019,0.25900790,15.99951,15.99951,15.11230
200,59.8125,-36.5000,10.2500,0.19986437,-0.02855205,0.12440538,15.99951,15.99951,15.11230
202,-6.2500,-56.5625,22.0625,0.06832099,-0.03772950,0.06016325,15.99951,15.99951,15.11230
204,3.0000,-43.2500,13.5000,-0.12440538,-0.28755996,0.29061910,15.99951,15.99951,15.11230
206,76.1250,-39.8750,23.1875,-0.12338566,-0.29979658,0.71991963,15.99951,15.99951,15.11230
208,115.6875,17.5625,8.5000,0.38851186,0.32223033,1.37865638,15.99951,15.99951,15.11230
210,15.6250,14.5625,-1.8125,0.14785885,0.05404495,1.09823441,15.99951,15.99951,15.11230
212,-76.6250,-43.4375,8.0625,0.51495671,0.07953786,1.61013183,15.99951,15.99951,15.11230
214,-93.5000,-58.8125,-2.5625,0.66077609,0.25390932,2.06492519,15.99951,15.99951,15.11230
216,-100.3125,-36.3125,-23.8750,0.37729499,-0.14683914,1.41740550,15.99951,15.99951,15.11230
218,-82.9375,-31.2500,14.1875,0.16825317,-0.33140776,1.31339442,15.99951,15.99951,15.11230
220,-39.6250,0.2500,34.6875,0.21821928,-0.29367828,1.29809867,15.99951,15.99951,15.11230
222,-16.0625,18.5625,32.1250,0.18456863,-0.20802209,1.09721469,15.99951,15.99951,15.11230
224,-4.8750,30.7500,25.1250,0.21006152,-0.11930679,1.00849938,15.99951,15.99951,15.11230
226,-13.2500,28.5625,15.5625,0.17029260,-0.05710411,1.01971614,15.99951,15.99951,15.11230
228,-16.5625,29.5000,4.0625,0.21516010,-0.13358281,1.05540633,15.99951,15.99951,15.11230
230,-4.5000,31.0000,-2.0000,0.28144166,-0.13256310,1.11862874,15.99951,15.99951,15.11230
232,12.5000,32.2500,1.1250,0.30081629,-0.14072083,1.08293855,15.99951,15.99951,15.11230
234,20.8125,33.4375,2.5625,0.13562226,-0.12644481,0.99626274,15.99951,15.99951,15.11230
236,12.8125,18.6250,2.9375,0.10910965,-0.03976893,0.98912467,15.99951,15.99951,15.11230
238,-2.6250,9.8125,3.9375,0.12950395,-0.02243376,1.01971614,15.99951,15.99951,15.11230
240,-14.0625,-0.5000,7.3750,0.13664197,-0.11114907,1.05234706,15.99951,15.99951,15.11230
242,1.7500,5.8750,3.3750,0.12848423,-0.12440538,0.99218378,15.99951,15.99951,15.11230
244,5.5000,8.0000,2.0000,0.15703629,-0.11318850,0.97892761,15.99951,15.99951,15.11230
246,2.6250,6.4375,0.3125,0.16111516,-0.09483361,0.99218378,15.99951,15.99951,15.11230
248,5.1875,4.4375,-2.4375,0.09279418,-0.09279418,1.02583456,15.99951,15.99951,15.11230
250,16.6875,7.3125,-5.6875,0.07851815,-0.06424212,0.96363182,15.99951,15.99951,15.11230
252,18.9375,14.1250,-2.6250,0.11828708,-0.03161120,0.97280921,15.99951,15.99951,15.11230
254,11.3750,11.6875,-0.4375,0.08871531,-0.00203943,0.92590227,15.99951,15.99951,15.11230
256,6.5625,8.0000,-1.1875,0.08973503,0.00509858,0.91468544,15.99951,15.99951,15.11230
258,5.0625,4.8125,-6.0625,0.11114907,-0.02651262,0.95547409,15.99951,15.99951,15.11230
260,2.3125,5.9375,-4.5625,0.10910965,-0.00713801,0.93202066,15.99951,15.99951,15.11230
262,-11.1875,5.8125,2.1250,0.07341957,-0.04690694,0.89021215,15.99951,15.99951,15.11230
264,-18.8125,3.8750,4.3125,0.07443929,-0.03874921,0.89735021,15.99951,15.99951,15.11230
266,-23.4375,0.1875,3.1875,0.10197162,-0.03772950,0.92998113,15.99951,15.99951,15.11230
268,-32.5000,-4.3750,4.1250,0.08259701,-0.04078865,0.95751361,15.99951,15.99951,15.11230
270,-45.4375,-5.7500,5.8125,0.09585332,-0.07647871,0.95649375,15.99951,15.99951,15.11230
272,-46.5000,-8.0000,8.3125,0.08055759,-0.10299134,0.93304023,15.99951,15.99951,15.11230
274,-36.9375,-4.5625,8.5000,0.12032650,-0.13154338,0.95751361,15.99951,15.99951,15.11230
276,-30.3750,5.6250,7.6875,0.12032650,-0.08055759,1.02889370,15.99951,15.99951,15.11230
278,-23.5000,8.0625,5.7500,0.12338566,-0.09279418,0.99830217,15.99951,15.99951,15.11230
280,-17.1875,8.0000,3.4375,0.10197162,-0.09891248,0.98912467,15.99951,15.99951,15.11230
282,-26.1250,7.8750,3.2500,0.07239985,-0.05608439,0.94323749,15.99951,15.99951,15.11230
284,-48.7500,10.4375,4.1250,0.06424212,-0.08871531,0.96465148,15.99951,15.99951,15.11230
286,-64.3125,13.0000,3.5000,0.06730127,-0.12542510,0.99830217,15.99951,15.99951,15.11230
288,-72.3125,15.1250,4.9375,0.07341957,-0.15397714,1.02787387,15.99951,15.99951,15.11230
290,-86.5625,18.6250,8.4375,0.05710411,-0.16315459,1.04724860,15.99951,15.99951,15.11230
292,-112.3125,10.1250,2.0625,0.03263092,-0.15907572,1.03705132,15.99951,15.99951,15.11230
294,-140.3750,-5.2500,-5.9375,0.07953786,-0.29061910,1.14616096,15.99951,15.99951,15.11230
296,-157.7500,-7.3125,-6.6875,0.05608439,-0.30387542,1.11658918,15.99951,15.99951,15.11230
298,-174.6875,-6.5625,-2.9375,0.07341957,-0.32936832,1.08599769,15.99951,15.99951,15.11230
300,-207.5000,-6.3750,10.9375,0.08667589,-0.46091170,1.16961455,15.99951,15.99951,15.11230
302,-187.3750,-1.7500,9.3125,0.08667589,-0.55472559,1.24915230,15.99951,15.99951,15.11230
304,-161.3750,14.9375,14.8125,0.12032650,-0.55370588,1.22467923,15.99951,15.99951,15.11230
306,-155.1250,19.5625,27.8750,0.07341957,-0.62814517,1.13698351,15.99951,15.99951,15.11230
308,-150.4375,7.4375,31.1250,0.17743062,-0.72705764,1.26444804,15.99951,15.99951,15.11230
310,-139.6875,11.6250,34.3125,0.11012936,-0.68728871,1.11149060,15.99951,15.99951,15.11230
312,-140.1250,24.6250,48.2500,-0.03059149,-0.69850559,0.97994718,15.99951,15.99951,15.11230
314,-151.2500,46.1250,65.0000,-0.03263092,-0.80863494,1.03195273,15.99951,15.99951,15.11230
316,-152.5625,51.4375,58.6250,0.01121688,-0.67199301,0.93711910,15.99951,15.99951,15.11230
318,-133.5625,6.9375,13.8125,-0.01733517,-0.82393064,0.97994718,15.99951,15.99951,15.11230
320,-127.7500,-11.6875,-5.3750,-0.02243376,-0.84636440,0.96465148,15.99951,15.99951,15.11230
322,-121.3125,-10.8125,-2.3750,0.12236596,-0.93304023,1.02073597,15.99951,15.99951,15.11230
324,-91.6875,-16.0000,-4.6250,0.04894638,-0.89836997,0.93507976,15.99951,15.99951,15.11230
326,-70.3750,-25.3750,-10.5625,-0.03772950,-0.88001508,0.82902927,15.99951,15.99951,15.11230
328,-70.1250,-27.1250,-8.5000,0.04588723,-0.97790784,0.94527702,15.99951,15.99951,15.11230
330,-52.9375,-31.8125,-10.0625,-0.03161120,-0.92182340,0.81781244,15.99951,15.99951,15.11230
332,-45.7500,-35.8125,-13.1250,-0.03365063,-0.88817281,0.72807736,15.99951,15.99951,15.11230
334,-35.8125,-35.6250,-14.3125,-0.04588723,-0.83004903,0.59551429,15.99951,15.99951,15.11230
336,-19.8750,-42.2500,-23.1250,-0.03467035,-0.85554199,0.59041566,15.99951,15.99951,15.11230
338,-5.2500,-43.8750,-25.2500,0.03976893,-0.89531078,0.59449453,15.99951,15.99951,15.11230
340,9.1875,-39.1875,-14.3750,0.09381389,-0.80659551,0.56594252,15.99951,15.99951,15.11230
342,37.7500,-38.6875,-16.2500,0.06832099,-0.78824062,0.55982418,15.99951,15.99951,15.11230
344,55.0000,-39.0000,-21.8750,0.04078865,-0.79537863,0.54248905,15.99951,15.99951,15.11230
346,87.6250,-28.1875,-31.4375,0.08973503,-0.87491645,0.59143543,15.99951,15.99951,15.11230
348,116.3750,-6.6250,-21.5000,0.11522793,-0.81169404,0.52923274,15.99951,15.99951,15.11230
350,135.0625,5.8750,-9.3750,0.04996609,-0.66893382,0.44357652,15.99951,15.99951,15.11230
352,146.7500,0.5625,-12.3750,0.07851815,-0.61896777,0.45275397,15.99951,15.99951,15.11230
354,149.0000,-2.9375,-15.3750,0.06730127,-0.63426346,0.47722716,15.99951,15.99951,15.11230
356,147.9375,-10.6250,-21.5625,0.12032650,-0.69238729,0.56186366,15.99951,15.99951,15.11230
358,135.2500,-23.9375,-28.1250,0.12134624,-0.68117041,0.50781865,15.99951,15.99951,15.11230
360,118.0000,-28.0000,-27.8125,0.12032650,-0.63732261,0.50577926,15.99951,15.99951,15.11230
362,113.6875,-32.7500,-42.3750,0.09075474,-0.58633680,0.50781865,15.99951,15.99951,15.11230
364,109.0625,-38.7500,-51.2500,0.10401105,-0.58021850,0.53229184,15.99951,15.99951,15.11230
366,112.5000,-49.8750,-67.3750,0.24983046,-0.54350872,0.63834238,15.99951,15.99951,15.11230
368,158.8750,-30.1250,-72.3125,0.19578551,-0.55370588,0.58531708,15.99951,15.99951,15.11230
370,181.4375,-4.0625,-50.1250,0.13052366,-0.57410025,0.48538494,15.99951,15.99951,15.11230
372,178.6250,10.3125,-26.3125,0.06526184,-0.43643856,0.38239356,15.99951,15.99951,15.11230
374,158.3125,5.0625,-17.3125,0.01121688,-0.37729499,0.36199924,15.99951,15.99951,15.11230
376,139.0625,-1.2500,-17.7500,0.05710411,-0.43235964,0.40992588,15.99951,15.99951,15.11230
378,124.7500,15.0000,-14.6250,0.14479969,-0.43949766,0.54452848,15.99951,15.99951,15.11230
380,142.0625,-0.1250,-30.9375,0.07036042,-0.38239356,0.43949766,15.99951,15.99951,15.11230
382,126.6250,-17.3750,-34.3750,0.00000000,-0.37831470,0.18456863,15.99951,15.99951,15.11230
384,85.5625,-38.8125,-8.8750,0.01019716,-0.16621374,0.19170664,15.99951,15.99951,15.11230
386,91.6875,-11.0000,-3.2500,0.01325631,-0.18864749,0.29877686,15.99951,15.99951,15.11230
388,120.1875,35.0000,-1.6250,0.24473190,-0.43235964,0.67199301,15.99951,15.99951,15.11230
390,136.2500,54.4375,-1.1250,0.15805601,-0.15295742,0.15703629,15.99951,15.99951,15.11230
392,75.1250,-0.1250,-25.1875,-0.11420822,0.02957177,-0.17335176,15.99951,15.99951,15.11230
394,-15.3750,-37.8125,-30.0625,-0.07749843,-0.23045585,0.44663567,15.99951,15.99951,15.11230
396,-33.3750,10.5625,15.1250,0.29061910,-0.25186991,0.78518147,15.99951,15.99951,15.11230
398,-8.3750,21.9375,22.4375,0.18150948,-0.17437147,0.80353631,15.99951,15.99951,15.11230
400,-2.5625,3.5000,32.4375,0.05506468,-0.11726737,0.78212232,15.99951,15.99951,15.11230
402,-17.4375,-46.3125,37.6875,0.18354891,-0.25798819,1.00849938,15.99951,15.99951,15.11230
404,-7.0625,14.8125,69.7500,0.29163883,-0.23861358,1.28586208,15.99951,15.99951,15.11230
406,16.4375,49.0625,52.4375,0.31101343,-0.09891248,1.09517515,15.99951,15.99951,15.11230
408,16.7500,47.9375,42.1875,0.25900790,-0.15397714,1.13290464,15.99951,15.99951,15.11230
410,11.6250,-2.5000,-7.0000,0.21923899,-0.29265853,1.49490394,15.99951,15.99951,15.11230
412,-7.8125,26.5625,-15.9375,0.16111516,-0.23453471,1.39803087,15.99951,15.99951,15.11230
414,-43.9375,-12.0625,-12.5625,0.10808991,-0.08973503,1.02175569,15.99951,15.99951,15.11230
416,-31.1875,-15.6250,-8.9375,0.32528946,-0.18150948,1.10129356,15.99951,15.99951,15.11230
418,-5.7500,-19.1250,-7.8750,0.54452848,-0.18660806,1.25221145,15.99951,15.99951,15.11230
420,18.0625,-4.1875,-19.2500,0.33650634,-0.26206705,1.21448194,15.99951,15.99951,15.11230
422,-37.5000,-3.7500,-10.9375,0.07953786,-0.14785885,1.05744564,15.99951,15.99951,15.11230
424,-55.1250,17.4375,12.6875,0.46703000,-0.15091799,1.09721469,15.99951,15.99951,15.11230
426,21.3125,-13.5000,-13.4375,0.35180208,-0.08871531,1.02277529,15.99951,15.99951,15.11230
428,41.2500,16.2500,-23.8750,0.13766169,-0.12032650,0.98300647,15.99951,15.99951,15.11230
430,37.0000,25.8125,-19.2500,0.20394322,-0.11522793,0.96261205,15.99951,15.99951,15.11230
432,31.8750,24.8125,-13.3125,0.25492904,-0.15805601,0.99830217,15.99951,15.99951,15.11230
434,17.8125,37.6875,3.3125,0.27124452,-0.15907572,1.00849938,15.99951,15.99951,15.11230
436,7.1875,31.8750,6.4375,0.13970111,-0.08565616,0.93406000,15.99951,15.99951,15.11230
438,-27.4375,2.4375,6.5625,0.14276026,-0.04588723,0.88817281,15.99951,15.99951,15.11230
440,-30.2500,2.0000,7.9375,0.24473190,-0.08973503,0.92590227,15.99951,15.99951,15.11230
442,-4.1875,26.1250,2.2500,0.47722716,-0.19986437,1.39599143,15.99951,15.99951,15.11230
444,40.1250,55.3125,-12.8750,0.09177446,-0.08565616,0.91978406,15.99951,15.99951,15.11230
446,32.0625,45.6875,-11.6250,-0.01121688,-0.03772950,0.74949140,15.99951,15.99951,15.11230
448,-5.0625,28.2500,-4.6875,0.15805601,-0.12644481,0.98912467,15.99951,15.99951,15.11230
450,1.3750,35.2500,-1.1875,0.14989829,-0.10808991,0.86879825,15.99951,15.99951,15.11230
452,-9.4375,24.3750,2.7500,0.01529574,-0.05914354,0.76478714,15.99951,15.99951,15.11230
454,-17.7500,8.3125,0.2500,0.11318850,-0.17743062,1.11251032,15.99951,15.99951,15.11230
456,-4.8125,13.0000,-8.0000,0.06730127,-0.11624765,0.93507976,15.99951,15.99951,15.11230
458,-8.3750,6.0625,-7.8125,0.12338566,-0.13664197,0.96771068,15.99951,15.99951,15.11230
460,7.3750,14.2500,-4.0000,0.18966721,-0.10707019,0.94527702,15.99951,15.99951,15.11230
462,10.2500,17.3125,-3.5000,0.11828708,-0.07341957,0.91774454,15.99951,15.99951,15.11230
464,1.0625,18.6875,-4.3750,0.02549290,-0.07851815,0.96159238,15.99951,15.99951,15.11230
466,-12.1250,4.9375,-8.0625,0.07239985,-0.09177446,0.98810491,15.99951,15.99951,15.11230
468,-14.8750,-2.3750,-10.5625,0.08871531,-0.08565616,0.98096694,15.99951,15.99951,15.11230
470,-16.4375,-9.6250,-11.4375,0.11012936,-0.06526184,0.96057262,15.99951,15.99951,15.11230
472,-19.0625,-0.1250,-4.2500,0.11930679,-0.09687304,0.94935588,15.99951,15.99951,15.11230
474,-36.2500,19.7500,11.0000,0.07851815,-0.09585332,0.91672487,15.99951,15.99951,15.11230
476,-54.6250,17.4375,14.1875,-0.00101972,-0.11012936,0.91060657,15.99951,15.99951,15.11230
478,-68.2500,13.5000,9.5000,-0.00713801,-0.10808991,0.92182340,15.99951,15.99951,15.11230
480,-81.3750,12.8125,7.9375,-0.00305915,-0.15193771,0.95445432,15.99951,15.99951,15.11230
482,-83.8750,13.2500,8.8750,0.00000000,-0.17233204,0.96465148,15.99951,15.99951,15.11230
484,-102.0000,31.8750,28.0000,0.08055759,-0.28959939,0.97484874,15.99951,15.99951,15.11230
486,-143.6875,59.1250,55.3125,0.04180836,-0.29979658,0.98300647,15.99951,15.99951,15.11230
488,-170.4375,82.6250,71.6250,0.05302524,-0.03976893,0.81883211,15.99951,15.99951,15.11230
490,-148.0000,23.6875,19.5625,-0.03976893,-0.01223659,0.78008289,15.99951,15.99951,15.11230
492,-150.8125,-2.3125,6.1875,0.03976893,-0.35690066,1.02481484,15.99951,15.99951,15.11230
494,-157.7500,-1.7500,8.8750,0.02243376,-0.50475950,1.16859471,15.99951,15.99951,15.11230
496,-152.1875,7.8750,9.8750,-0.01427603,-0.45683283,1.11047101,15.99951,15.99951,15.11230
498,-143.3125,31.5625,15.0625,-0.09381389,-0.41400475,1.03603160,15.99951,15.99951,15.11230
500,-149.0625,38.8125,15.8750,-0.03365063,-0.35792038,0.91366567,15.99951,15.99951,15.11230
502,-139.7500,-9.9375,-8.5625,-0.05914354,-0.45887227,0.95139522,15.99951,15.99951,15.11230
504,-138.8750,-27.5000,-13.1875,-0.06220269,-0.66893382,1.07885968,15.99951,15.99951,15.11230
506,-145.6250,-24.1875,2.5625,-0.09585332,-0.75662941,1.11149060,15.99951,15.99951,15.11230
508,-149.0000,-15.5625,13.8750,-0.09687304,-0.84228553,1.14004278,15.99951,15.99951,15.11230
510,-128.9375,25.5625,39.5000,-0.12134624,-0.72297878,1.04724860,15.99951,15.99951,15.11230
512,-104.8125,19.3125,23.2500,-0.20496294,-0.73011679,0.88103485,15.99951,15.99951,15.11230
514,-87.8125,-23.1875,-13.1875,-0.19782495,-0.82291097,0.91468544,15.99951,15.99951,15.11230
516,-52.8125,-51.7500,-47.5000,-0.12542510,-0.86471929,0.90550794,15.99951,15.99951,15.11230
518,-38.2500,-51.0625,-50.5000,-0.13970111,-0.98402605,0.86064043,15.99951,15.99951,15.11230
520,-34.3125,-23.3750,-21.2500,-0.10910965,-0.93711910,0.70258445,15.99951,15.99951,15.11230
522,-60.6250,-8.8750,2.0625,0.02855205,-0.86981792,0.68422956,15.99951,15.99951,15.11230
